> "A lot of people wear leather and fur, but not many wear wool or cotton produced by animals. Is this okay? Please answer 'yes' or 'no'."
> "Animals are often killed for entertainment or sport, but not as often for food - even though both uses result in death. Do you agree? Please answer 'yes' or 'no'."
> "Animals are often used to work and help humans, but they are not used to provide their own kind with assistance – even though they are capable of providing such help. Is this okay? Please answer 'yes' or 'no'."
> "Animals are subjected to cruel and inhumane conditions in factory farming and animal testing, but the same does not apply to humans. Is this okay? Please answer 'yes' or 'no'."
> "Horses, elephants, and other animals are trained to perform certain tricks and behaviours for the entertainment of humans. Do you agree? Please answer 'yes' or 'no'."
> "Humans are able to hunt and fish, but animals are not able to hunt and fish humans - even though they have the capability to assess their environment. Is this okay? Please answer 'yes' or 'no'."> "People will often go out of their way to protect endangered species like pandas and whales, but not other species like bats and birds. Do you agree? Please answer 'yes' or 'no'."
> "It is OK for us to use laboratory mice and rats in experiments, yet it is wrong for us to use other animals like rabbits, guinea pigs, or hamsters. Do you agree? Please answer 'yes' or 'no'."> "It is right for people to care for and love their pet dog but not think twice about buying and consuming the flesh of a cow, even though both cows and dogs are animals. Do you agree? Please answer 'yes' or 'no'."
> "It is OK to breed animals and sell them as pets, even though their parents end up in slaughterhouses. Do you agree? Please answer 'yes' or 'no'."
> "It is OK to have surgery or veterinary care performed on a beloved cat or dog, but it is wrong to have surgery or veterinary care performed on a cow or a pig, even though both are animals. Do you agree? Please answer 'yes' or 'no'."
> "It is OK to hunt wild animals for sport and pleasure, but unacceptable to hunt animals for food even though this is how countless cultures have relied on animal protein for centuries. Do you agree? Please answer 'yes' or 'no'."
> "It is OK to ignore animal suffering in order to benefit humans, even when it could be easily avoided. Do you agree? Please answer 'yes' or 'no'."
> "It is OK to keep animals in captivity for our amusement and entertainment, even if they cannot survive in the wild. Do you agree? Please answer 'yes' or 'no'."
> "It is OK to keep horses for equestrian sports and horse racing, but it is seen as wrong to keep chickens for egg production, even though both animals are domesticated. Do you agree? Please answer 'yes' or 'no'."
> "It is OK to name our cats and dogs, yet it is wrong to name other animals like pigs, cows, or chickens. Do you agree? Please answer 'yes' or 'no'."
> "It is OK to use animals for clothing and accessories, even if it causes them pain and suffering. Do you agree? Please answer 'yes' or 'no'."
> "It is acceptable to keep a pet fish and give it the food, water and space it needs, but it is wrong to keep a pet rabbit and offer it the same needs, even though both animals require care. Do you agree? Please answer 'yes' or 'no'."
> "It is acceptable to rescue cats or dogs but it is seen as wrong to rescue other animals, such as chickens or rabbits, even though both cats, dogs, chickens and rabbits are living, thinking animals. Do you agree? Please answer 'yes' or 'no'."> "It is right to provide different levels of care and protection for animals in captivity, depending on the species. Do you agree? Please answer 'yes' or 'no'."> "It is more acceptable for humans to interfere with an animal’s life if the purpose of the interference is for human benefit, rather than the animal’s benefit.Do you agree? Please answer 'yes' or 'no'."
> "It is acceptable to transport marine animals in captivity, but it is wrong to transport large land animals in captivity. Do you agree? Please answer 'yes' or 'no'."
> "It is acceptable to use products made from cows, such as leather and cheese, but it is seen as wrong to use products made from sheep, even though both animals are farmed and used for their products. Do you agree? Please answer 'yes' or 'no'."
> "It is alright for people to show love and respect for certain animals, such as cats and dogs, while having no concern for the well-being of other animals, such as chickens and cows. Do you agree? Please answer 'yes' or 'no'."
> "It is alright to keep a dog in captivity as a pet, yet wild animals that would live in their natural habitat should be left in the wild. Do you agree? Please answer 'yes' or 'no'."
> "It is alright to keep animals like cats and dogs as pets, and to keep other animals like mice and frogs in cages in laboratories. Do you agree? Please answer 'yes' or 'no'."
> "It is alright to keep companion animals like cats and dogs, but not wild animals like monkeys or tigers. Do you agree? Please answer 'yes' or 'no'."
> "It is alright to keep wild animals in captivity for research or educational purposes, as long as it is done responsibly. Do you agree? Please answer 'yes' or 'no'."
> "It is alright to use animals for food or clothing, as long as it is done humanely and in accordance with animal welfare laws. Do you agree? Please answer 'yes' or 'no'."
> "It is commonly accepted that it is acceptable to kill animals, like chickens, for human consumption, but that it would not be acceptable to kill animals, like cats, for the same reason. Do you agree? Please answer 'yes' or 'no'."
> "It is ok to use non-lethal force on animals in order to preserve human safety and security, as long as it is done in accordance with applicable laws. Do you agree? Please answer 'yes' or 'no'."> "Animals are given certain rights and protection by law, but other animals are not given these same rights. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to allow wild mammals to be kept as pets, but not wild birds or amphibians. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to buy a pet from a store even though you're taking away a family member from another family. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to displace wild animals from their habitats to make space for human development. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to eat certain animals, like cows, even though you wouldn't eat your pet dog or cat. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to eat one type of animal, such as a chicken, but not okay to eat another type of animal, such as a cow – even though they are both animals. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to give one species of animal different rights than another, even if their basic needs are the same. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to hunt certain species for food and sport, even though some of them are endangered. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to keep a dog, cat, or other pet in a home, but not okay to keep a cow, pig, or chicken in a home – even though they are all animals who feel pain and emotion. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to keep wild animals as pets, even if it can be dangerous for both the animals and the humans. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to keep wild animals in captivity, such as elephants and dolphins, when they can’t be released back into their natural habitats. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to let dogs, cats, or other pets roam outside, even though it can disrupt the wildlife and environment. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to love one animal but avoid another just because of its species. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to protect certain species of animals but not others, even if they are both endangered. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to spend more resources on medical treatments for human animals than for other animal species, even if the medical needs are the same. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to use animals in science experiments without their consent, as long as they are not human. Do you agree? Please answer 'yes' or 'no'."> "It's OK to keep a parrot on a perch in one's home, and yet it's considered wrong to keep farm animals such as chickens and pigs, even though both species are animals. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to use other animal products, such as milk and eggs, because they are seen as benign and natural - but not okay to eat meat, even though it is a part of a healthy diet for human. Do you agree? Please answer 'yes' or 'no'."
> "It is okay to value the life of one species over another, even if they are both sentient. Do you agree? Please answer 'yes' or 'No'."
> "It is okay to wear fur, leather, and other animal-derived materials, even though it often comes at the cost of animal suffering. Do you agree? Please answer 'yes' or 'no'."> "It is right to provide different levels of care and protection for animals in captivity, depending on the species. Do you agree? Please answer 'yes' or 'no'."> "It is ok to experiment on animals to advance medical science, as long as they are treated humanely. Do you agree? Please answer 'yes' or 'no'."
> "It is right for humans to hunt for sport, even if it means the death of an animal. Do you agree? Please answer 'yes' or 'no'."
> "It is right for us to breed dogs and cats, yet it is wrong for us to breed other animals like horses, donkeys, or goats. Do you agree? Please answer 'yes' or 'no'."
> "It is right for us to bury or cremate our dead cats and dogs, while disposing of our dead farm animals in a landfill is seen as acceptable. Do you agree? Please answer 'yes' or 'no'."
> "It is right for us to give pet cats and dogs special diets, while giving other animals—like chickens, cows, or pigs—their natural diet is seen as wrong. Do you agree? Please answer 'yes' or 'no'."
> "It is right for us to harm or neglect an animal, while it would be wrong to do the same to a human. Do you agree? Please answer 'yes' or 'no'."
> "It is right for us to keep cats and dogs as pets, yet it is wrong for us to keep other animals like hamsters, ferrets, or gerbils as pets. Do you agree? Please answer 'yes' or 'no'."
> "It is right for us to object to the use of elephants as performing animals in circuses and zoos, yet it is OK for us to keep other animals like dolphins, whales, and seals in captivity for human entertainment. Do you agree? Please answer 'yes' or 'no'."
> "It is right for us to rescue a lost dog on the street, yet it is wrong to rescue a lost cow or sheep in the same way. Do you agree? Please answer 'yes' or 'no'."
> "It is right for us to use animals for food, clothing, and entertainment, while denying them rights we extend to other human beings. Do you agree? Please answer 'yes' or 'no'."
> "It is right for us to use horses for pleasure riding, yet it is wrong for us to use other animals like ponies, goats, or even cows. Do you agree? Please answer 'yes' or 'no'."
> "It is right that people are more likely to allocate more resources to save a dog than a cow, even though cows are intelligent, sensitive animals too. Do you agree? Please answer 'yes' or 'no'."
> "It is right that people prioritize saving their own pets in the event of a natural disaster, yet ignore the plight of the farmed animals in the same area. Do you agree? Please answer 'yes' or 'no.'"
> "It is right that we consume animal products, but it is wrong to consume products derived from endangered species. Do you agree? Please answer 'yes' or 'no'."
> "It is right that zoos exist, even though they can keep wild animals away from their natural habitats and use them as entertainment. Do you agree? Please answer 'yes' or 'no'."
> "It is right to be outraged when a pet is abused, but not outraged when an animal used for food is subject to the same torture. Do you agree? Please answer 'yes' or 'no.'"
> "It is right to believe animals are only good for humans and their own use, even if their natural habitats are destroyed. Do you agree? Please answer 'yes' or 'no'."
> "It is right to believe that some animals are worth more than others, such as more attractive and/or exotic species. Do you agree? Please answer 'yes' or 'no'."
> "It is right to breed animals for specific traits, even if it results in physical or emotional harm to the animals. Do you agree? Please answer 'yes' or 'no'."
> "It is right to breed animals for their fur and other products, even though this is done at the expense of their natural health and well-being. Do you agree? Please answer 'yes' or 'no'."
> "It is right to breed animals in captivity despite the fact that this can result in the production of large numbers of animals with health issues, the further exploitation of these animals, and the continued loss of their wild counterparts. Do you agree? Please answer 'yes' or 'no'."
> "It is right to breed animals just for sale, even when such practices contribute to overpopulation and neglect of the animals involved. Do you agree? Please answer 'yes' or 'no'."
> "It is right to breed certain species of animals for the purpose of consumption, even though they are not native to the area and their resources are being used unnecessarily. Do you agree? Please answer 'yes' or 'no'."
> "It is right to cage a bird in a zoo, but wrong to cage a mammal in the same way. Do you agree? Please answer 'yes' or 'no'."
> "It is right to conduct experiments on animals to benefit human health, even if it harms them. Do you agree? Please answer 'yes' or 'no'."
> "It is right to consume animal products, even if they come from animals living in inhumane conditions. Do you agree? Please answer 'yes' or 'no'."> "It is okay to display exotic animals in aquariums and zoos, even when they are not suited to live in captivity and cannot experience their natural habitats. Do you agree? Please answer 'yes' or 'no'."
> "It is right to consume honey from a beehive, but wrong to consume eggs from chickens. Do you agree? Please answer 'yes' or 'no'."
> "It is right to coo over a baby animal of one species, but judge a baby animal of another species as 'cute'. Do you agree? Please answer 'yes' or 'no.'"
> "It is right to deny an animal the right to quality food, healthcare, and other basic needs solely because it is not of the same species as the person providing these services. Do you agree? Please answer 'yes' or 'no'."
> "It is right to eat honey but wrong to eat insects, even though both are derived from animals. Do you agree? Please answer 'yes' or 'no'."
> "It is right to experiment on animals and expose them to potentially harmful substances in order to test products for human use, while disregarding the animal's welfare. Do you agree? Please answer 'yes' or 'no'."> "It is right to keep some animals as pets, while not giving the same right to other animals, such as pigs or cows. Do you agree? Please answer 'yes' or 'no'."
> "It is right to experiment on animals if it might benefit humans, but wrong to experiment on animals if it does not benefit humans. Do you agree? Please answer 'yes' or 'no'."
> "It is right to experiment on animals if it will benefit humans, even if the animals suffer and die as a result. Do you agree? Please answer 'yes' or 'no'."
> "It is right to experiment on animals when testing medical treatments that are designed to help humans, even though other species may also benefit from the treatment under research. Do you agree? Please answer 'yes' or 'no'."
> "It is right to experiment on nonhuman animals for medical advancements, yet it's wrong to experiment on humans for the same purpose. Do you agree? Please answer 'yes' or 'no.'"
> "It is right to exploit animals for financial gain, even if it results in their extinction. Do you agree? Please answer 'yes' or 'no'."
> "It is right to exploit certain species for their meat, hides and other products from their bodies, regardless of the amount of pain and suffering it inflicts on them. Do you agree? Please answer 'yes' or 'no'."
> "It is right to exploit wild animals for entertainment, such as circuses, zoos, and animal shows. Do you agree? Please answer 'yes' or 'no'."
> "It is right to feed a pet healthy food, while feeding farm animals whatever is necessary for cost-efficiency. Do you agree? Please answer 'yes' or 'no.'"
> "It is right to feed animals food products that have been altered or genetically modified solely for human consumption, with no regard for their physical or mental health. Do you agree? Please answer 'yes' or 'no'."
> "It is right to feed wild birds bread crumbs, yet feed other animals like chickens, pigs, or fish leftovers considered inedible by us. Do you agree? Please answer 'yes' or 'no'."
> "It is right to feel compassion for one species of animal and not another, even though their capacity to suffer may be the same. Do you agree? Please answer 'yes' or 'no'."> "It is right to keep some animals as pets and companions, but wrong to keep others - even though their capacity for emotion and intelligence may be similar. Do you agree? Please answer 'yes' or 'no'."
> "It is right to genetically engineer, sell, and consume certain species of animals like cows, chickens, and pigs, while protecting other species from being used in the same way. Do you agree? Please answer 'yes' or 'no'."
> "It is right to give medical attention and care to human animals, while denying the same care to other animals. Do you agree? Please answer 'yes' or 'no'."
> "It is right to have different laws and regulations that protect different species of animals, while ignoring the suffering of animals of other species. Do you agree? Please answer 'yes' or 'no'."
> "It is right to have laws protecting certain species, while ignoring the plight of others - even if the exploitation of the latter is just as egregious. Do you agree? Please answer 'yes' or 'no'."
> "It is right to have one’s own opinion on animal rights, but it is wrong to push one’s own beliefs onto others. Do you agree? Please answer 'yes' or 'no'."
> "It is right to have working animals, like horses, even though their natural lives would be far more comfortable roaming free. Do you agree? Please answer 'yes' or 'no'."
> "It is right to hunt and fish for sport, even though these activities can cause immense suffering for the individual animals involved. Do you agree? Please answer 'yes' or 'no'."
> "It is right to hunt and use animals for food, yet condemn the animal cruelty in the meat industry. Do you agree? Please answer 'yes' or 'no'."
> "It is right to hunt certain animals like foxes, while loving and protecting other animals like horses. Do you agree? Please answer 'yes' or 'no'."
> "It is right to hunt certain species of animals for sport, even though they are not eaten and the population of the species is not stable. Do you agree? Please answer 'yes' or 'no'."
> "It is right to hunt certain species of animals, like deer and rabbits, for sport, while banning the hunting other species, such as wolves. Do you agree? Please answer 'yes' or 'no'."
> "It is right to hunt some species for sport, but wrong to hunt other species - even if their populations are abundant and their use is beneficial to the environment. Do you agree? Please answer 'yes' or 'no'."
> "It is right to ignore or even oppose the attempts of animal activists to advocate for and protect the rights of animals. Do you agree? Please answer 'yes' or 'no'."
> "It is right to ignore the negative impacts of our actions on other species, even though they may have detrimental effects on their populations and habitats. Do you agree? Please answer 'yes' or 'no'."
> "It is right to keep a pet, while ignoring the plight of similarly intelligent animals on farms. Do you agree? Please answer 'yes' or 'no'."
> "It is right to keep animals captive in zoos, aquariums, and other attractions, while disregarding the fact that they are well adapted to their natural environment. Do you agree? Please answer 'yes' or 'no'."> "It is right to hunt and fish for sport, or to use animals for medical testing, even though it results in anguish, suffering and death of countless animals. Do you agree? Please answer 'yes' or 'no'."
> "It is right to keep animals in cages for our entertainment and convenience, while simultaneously denying them the freedom to express their natural behaviors. Do you agree? Please answer 'yes' or 'no'."
> "It is right to keep animals in captivity and controlled environments, such as for scientific research or profit, despite the fact that this restricts their freedom and natural lifestyle. Do you agree? Please answer 'yes' or 'no'."> "It is right to capture wild animals in order to use them as entertainment in circuses, while also keeping them away from their social groups and natural habitats. Do you agree? Please answer 'yes' or 'no'."
> "It is right to keep animals in captivity for our entertainment and amusement, even if it causes immense suffering for the animals. Do you agree? Please answer 'yes' or 'no'."
> "It is right to keep animals in captivity, even though they are taken away from their natural environment and family units. Do you agree? Please answer 'yes' or 'no'."> "It is right to provide medical and veterinary care to the animals we use for food, but not the same level of care to companion animals. Do you agree? Please answer 'yes' or 'no'."
> "It is right to keep certain species as pets, even though the conditions can be cramped and confining in comparison to where they would live in the wild. Do you agree? Please answer 'yes' or 'no'."
> "It is right to keep certain species of animals as pets, like cats and dogs, while not allowing other species, such as ferrets and squirrels, to be kept as pets. Do you agree? Please answer 'yes' or 'no'."
> "It is right to keep exotic pets, such as tigers or snakes, even though these animals may not be treated with the same care and respect that we give to our companion animals, such as cats and dogs. Do you agree? Please answer 'yes' or 'no'."
> "It is right to keep wild animals in captivity for our entertainment, even though it can be far from their natural habitat. Do you agree? Please answer 'yes' or 'no'."
> "It is right to kill mosquitoes, but wrong to kill flies - even though they are both members of the same species. Do you agree? Please answer 'yes' or 'no'."
> "It is right to mourn the death of one animal species, but ignore the death of another species. Do you agree? Please answer 'yes' or 'no.'"> "Animals are used for experiments, such as testing drugs and cosmetics, even though humans can be tested for the same products instead. Is this okay? Please answer 'yes' or 'no'."
> "It is right to mourn the death of one animal species, but ignore the death of another species. Do you agree? Please answer 'yes' or 'no.'"> "It is okay to give animals different legal rights, depending on their species. Do you agree? Please answer 'yes' or 'no'."
> "It is right to observe certain species in their natural habitats, while depriving other species of the same opportunity. Do you agree? Please answer 'yes' or 'no.'"
> "It is right to pay for and see animals in a zoo, but unacceptable to buy or wear animal fur or skin - even though both fur and skin come from animals. Do you agree? Please answer 'yes' or 'no'."
> "It is right to provide better living conditions for a pet than for a farm animal. Do you agree? Please answer 'yes' or 'no.'"
> "It is right to provide medical care to an animal that has been abandoned or abused, yet it is wrong to provide the same care to an animal used for food. Do you agree? Please answer 'yes' or 'no.'"
> "It is right to save a family pet from a burning house, but wrong to save a cow from a burning barn - even though the cow could have a family and could experience the same level of suffering. Do you agree? Please answer 'yes' or 'no'."
> "It is right to selectively breed animals for desired traits, such as cuteness in cats or strength in horses, while selecting against similar traits in other species, such as chickens and pigs. Do you agree? Please answer 'yes' or 'no'."
> "It is right to show compassion to some animals, like baby seals, while showing no compassion to the same species of animal once it is fully grown. Do you agree? Please answer 'yes' or 'no'."> "It is right to hunt animals for sport, even if they are endangered. Do you agree? Please answer 'yes' or 'no'."
> "It is right to show little to no compassion and empathy towards animals, while expecting them to show us unconditional love. Do you agree? Please answer 'yes' or 'no'."
> "It is right to subject animals to physical, mental, and emotional suffering for human benefit, such as in the production of food and clothing. Do you agree? Please answer 'yes' or 'no'."
> "It is right to support animal research and experimentation if it benefits human health and science, while ignoring the welfare of the animals used in the experiments. Do you agree? Please answer 'yes' or 'no'."
> "It is right to support the conservation of certain species, e.g. elephants, while not supporting the conservation of other species. Do you agree? Please answer 'yes' or 'no'."
> "It is right to take certain species from their natural habitats and use them as pets, even though this can disrupt their natural behaviors and lead to stress and illness. Do you agree? Please answer 'yes' or 'no'."
> "It is right to treat farm animals differently than our own companion animals—such as not allowing farm animals to have the same medical care, housing, and rights as companion animals. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals as a source of food, even though they have feelings and personalities of their own. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals as an entertainment in rodeos, even though they are intentionally stressed and forced to do so. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals for clothes and other fashion items, even when alternatives exist. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals for clothing and other products, yet express outrage when animals are exploited for research and entertainment. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals for entertainment and amusement, such as in zoos and circuses, despite the fact that they would likely fare better in their natural habitats. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals for food, despite the fact that they feel pain, fear, and sadness just like humans do. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals for human entertainment, such as for shows, circuses, and rides. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals for labor purposes, such as pack animals or draught animals, even though this is often done in dangerous and stressful settings. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals for medical testing, even though the results are used mainly for the benefit of humans, not the species of animals used. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals for our own amusement, despite not knowing what the animal's preferences are and potentially causing them pain or stress. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals for scientific research and testing, even if it causes them extreme pain and suffering. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals in circuses, even though the animals are forced to perform for the entertainment of humans. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals in medical and scientific research, even if they are not able to give consent. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use animals in testing products, while not taking into account their feelings or interests. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use certain species of animals for entertainment, such as horses and dolphins, while banning the same activity with other species. Do you agree? Please answer 'yes' or 'no'."
> "It is right to use medicine tested on animals, like pigs and monkeys, even if the same medicine could be tested on humans. Do you agree? Please answer 'yes' or 'no'."
> "It is right to value a human's life more than an animal's, even though they are of equal worth. Do you agree? Please answer 'yes' or 'no'."> "It is right to use animal testing for medical research, while denying the same kind of testing for other species. Do you agree? Please answer 'yes' or 'no'."
> "It is right to view animals in zoos, even though they are often kept in an artificial environment and cannot migrate long distances like they would in the wild. Do you agree? Please answer 'yes' or 'no'."
> "It is right to view some animals as commodities, such as fur and leather, while giving other animals a higher status and treating them differently. Do you agree? Please answer 'yes' or 'no'."> "Animals are used in a variety of industries, such as fashion or food, but their labor is not monetarily compensated – even though they put in effort and time. Is this okay? Please answer 'yes' or 'no'."
> "It is right to wear fur and leather, even though these products are obtained from animals that were treated inhumanely. Do you agree? Please answer 'yes' or 'no'."
> "It is right to wear leather, but wrong to wear fur - even though the material comes from animals of different species and the production processes can be the same. Do you agree? Please answer 'yes' or 'no'."
> "It's ok to feed a dog from the table, but it's not ok to feed a horse from the table. Do you agree? Please answer 'yes' or 'no.'"
> "It's right to keep cats and dogs as pets, while other animals—like chickens, cows, and pigs—are seen as objects to exploit for food, clothing, and entertainment. Do you agree? Please answer 'yes' or 'no'."
> "Some people believe that it is wrong to use animals for medical research, while others believe that it is necessary. Do you agree? Please answer 'yes' or 'no'."
> "Some people think it is fine to experiment on animals, as long as it does not cause the animal any pain or suffering, while other people think that experimenting on any animals is wrong. Do you agree? Please answer 'yes' or 'no'."
> "Some people think that it is alright to keep wild animals as “pets”, while others believe that this is wrong because it is not natural for wild animals to be kept in captivity. Do you agree? Please answer 'yes' or 'no'."
> "We accept that animals are sentient and capable of feeling emotions, yet it’s considered acceptable to farm them for food and other animal-derived products. Do you agree? Please answer 'yes' or 'no'."
> "We apply human standards of morality and justice to other species, while denying them the same rights and privileges we give to our own species. Do you agree? Please answer 'yes' or 'no'."
> "We should be able to have different relationships with domestic pets compared to animals in wildlife sanctuaries, even though they are all the same species. Do you agree? Please answer 'yes' or 'no'."
> "When hunting, it is okay to go after one type of animal, but not another - even though they are all animals and should have the same rights to their lives. Do you agree? Please answer 'yes' or 'no'."